order_id,customer_id,sku_id,data_pedido,canal,categoria,produto,quantidade,preco_unitario,receita_bruta,desconto_reais,receita_liquida,custo_produto,custo_frete,metodo_pagamento,status_pagamento,margem_contribuicao,tempo_entrega_real,devolvido,motivo_devolucao,desconto_pct,tem_desconto,desconto_acima_25,faixa_desconto,frete_gratis,mk_elegivel_nao_subsidiado,faixa_ticket,cmv_pct,frete_pct,desconto_sobre_bruta_pct,margem_pct,margem_negativa,ano,mes,ano_mes,margem_realizada,receita_realizada,idx_sazonal
ORD-024895,CLI-06014,SKU-03835,2023-05-25 22:58:31,Instagram Ads,Moda,Legging Luxo Azul,1.0,148.21,148.21,57.92,90.29,50.23,15.72,Cartão de Crédito,Aprovado,24.34,13.0,False,Não se aplica,39.079684231833205,True,True,>30%,False,False,<100,55.63185291837412,17.410565954147746,39.079684231833205,26.957581127478125,False,2023,5,2023-05,24.34,90.29,162.8
ORD-045536,CLI-10455,SKU-02466,2023-05-25 23:03:36,Marketplace,Beleza,Base Líquida Clássico Prata,3.0,79.51,238.53,0.0,238.53,98.16,35.56,Cartão de Crédito,Aprovado,104.81,13.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,41.15205634511382,14.90797803211336,0.0,43.93996562277282,False,2023,5,2023-05,104.81,238.53,162.8
ORD-009803,CLI-11830,SKU-03683,2023-05-25 23:28:29,Email Marketing,Lifestyle,Relógio de Parede Delicado Rosa,3.0,123.75,371.25,0.0,371.25,138.45,0.0,Vale-Troca,Aprovado,232.8,5.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,37.29292929292929,0.0,0.0,62.70707070707071,False,2023,5,2023-05,232.8,371.25,162.8
ORD-035931,CLI-01729,SKU-00624,2023-05-25 23:55:32,TikTok Ads,Lifestyle,Garrafa Térmica Slim Preto,2.0,185.71,371.42,0.0,371.42,127.83,0.0,Cartão de Crédito,Aprovado,243.59,12.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,34.41656345915675,0.0,0.0,65.58343654084324,False,2023,5,2023-05,243.59,371.42,162.8
ORD-073515,CLI-11830,SKU-01569,2023-05-25 23:55:42,Marketplace,Moda,Shorts Moderno Verde,5.0,162.21,811.05,103.24,707.81,338.47,22.4,Cartão de Crédito,Aprovado,346.94,14.0,False,Não se aplica,12.729178225756735,True,False,10-20%,False,True,500-1000,47.81933004619884,3.1646910894166513,12.729178225756735,49.015978864384515,False,2023,5,2023-05,346.94,707.81,162.8
ORD-042971,CLI-11830,SKU-03485,2023-05-26 00:27:11,TikTok Ads,Moda,Saia Premium Dourado,5.0,227.61,1138.05,0.0,1138.05,432.63,0.0,Cartão de Crédito,Aprovado,705.42,14.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,38.01502570185845,0.0,0.0,61.98497429814156,False,2023,5,2023-05,705.42,1138.05,162.8
ORD-046682,CLI-11830,SKU-00433,2023-05-26 00:48:40,Orgânico,Moda,Blusa de Tricô Sustentável Dourado,3.0,193.46,580.38,0.0,580.38,209.07,0.0,Cartão de Crédito,Aprovado,371.31,7.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,36.02295048071953,0.0,0.0,63.97704951928047,False,2023,5,2023-05,371.31,580.38,162.8
ORD-025239,CLI-11830,SKU-04466,2023-05-26 01:07:53,Google Ads,Lifestyle,Espelho de Mesa Edição Limitada Prata,6.0,63.91,383.46,0.0,383.46,142.12,0.0,Cartão de Crédito,Aprovado,241.34,2.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,37.06253585771658,0.0,0.0,62.93746414228343,False,2023,5,2023-05,241.34,383.46,162.8
ORD-067411,CLI-01729,SKU-04501,2023-05-26 01:17:42,Marketplace,Lifestyle,Planta Artificial Clássico Bege,3.0,177.77,533.31,0.0,533.31,240.89,51.51,PIX,Aprovado,240.91,12.0,False,Não se aplica,0.0,False,False,0%,False,True,500-1000,45.168851137237255,9.658547561455814,0.0,45.17260130130693,False,2023,5,2023-05,240.91,533.31,162.8
ORD-043534,CLI-14211,SKU-03755,2023-05-26 01:21:46,Google Ads,Acessórios,Óculos de Sol Oversize Verde,5.0,215.09,1075.45,0.0,1075.45,520.33,0.0,Cartão de Crédito,Aprovado,555.12,13.0,True,Tamanho errado,0.0,False,False,0%,True,False,>1000,48.3825375424241,0.0,0.0,51.617462457575904,False,2023,5,2023-05,-520.33,0.0,162.8
ORD-036417,CLI-12742,SKU-01063,2023-05-26 03:01:10,Google Ads,Acessórios,Chapéu Delicado Branco,1.0,77.4,77.4,27.87,49.53,34.88,21.11,Cartão de Crédito,Aprovado,-6.46,1.0,False,Não se aplica,36.007751937984494,True,True,>30%,False,False,<100,70.4219664849586,42.62063395921663,36.007751937984494,-13.042600444175248,True,2023,5,2023-05,-6.46,49.53,162.8
ORD-006017,CLI-13093,SKU-04134,2023-05-26 03:04:27,Instagram Ads,Beleza,Batom Artesanal Azul,3.0,68.98,206.94,0.0,206.94,70.4,54.06,Vale-Troca,Aprovado,82.48,11.0,True,Produto com defeito,0.0,False,False,0%,False,False,200-250,34.01952256692761,26.123514062046972,0.0,39.85696337102542,False,2023,5,2023-05,-124.46000000000001,0.0,162.8
ORD-004872,CLI-02474,SKU-01584,2023-05-26 03:07:44,Email Marketing,Acessórios,Mochila Artesanal Verde,1.0,79.19,79.19,0.0,79.19,28.01,23.62,Cartão de Crédito,Aprovado,27.56,1.0,False,Não se aplica,0.0,False,False,0%,False,False,<100,35.37062760449552,29.82699835837859,0.0,34.8023740371259,False,2023,5,2023-05,27.56,79.19,162.8
ORD-069450,CLI-11830,SKU-03907,2023-05-26 03:37:17,TikTok Ads,Moda,Camisa Social Urban Azul,1.0,62.42,62.42,0.0,62.42,23.14,57.56,Cartão de Crédito,Aprovado,-18.28,4.0,False,Não se aplica,0.0,False,False,0%,False,False,<100,37.07145145786607,92.21403396347326,0.0,-29.285485421339313,True,2023,5,2023-05,-18.28,62.42,162.8
ORD-025933,CLI-11830,SKU-01250,2023-05-26 04:11:34,Marketplace,Acessórios,Óculos de Sol Artesanal Azul,2.0,102.25,204.5,0.0,204.5,88.09,33.47,Cartão de Crédito,Aprovado,82.94,8.0,True,Tamanho errado,0.0,False,False,0%,False,False,200-250,43.075794621026894,16.366748166259168,0.0,40.557457212713935,False,2023,5,2023-05,-121.56,0.0,162.8
ORD-008362,CLI-09365,SKU-03762,2023-05-26 04:12:11,Instagram Ads,Acessórios,Mochila Básico Vermelho,6.0,103.28,619.68,0.0,619.68,195.99,0.0,PIX,Aprovado,423.69,12.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,31.627614252517432,0.0,0.0,68.37238574748258,False,2023,5,2023-05,423.69,619.68,162.8
ORD-037318,CLI-11830,SKU-03995,2023-05-26 04:49:42,Marketplace,Beleza,Sérum Facial Edição Limitada Vermelho,2.0,224.49,448.98,0.0,448.98,137.69,53.99,PIX,Aprovado,257.3,16.0,False,Não se aplica,0.0,False,False,0%,False,True,300-500,30.667290302463357,12.02503452269589,0.0,57.30767517484075,False,2023,5,2023-05,257.3,448.98,162.8
ORD-042972,CLI-11830,SKU-03675,2023-05-26 05:16:34,Google Ads,Beleza,Óleo Corporal Moderno Verde,6.0,274.45,1646.7,398.16,1248.54,810.45,0.0,Boleto,Aprovado,438.09,4.0,False,Não se aplica,24.179267626161415,True,False,20-25%,True,False,>1000,64.91181700225864,0.0,24.179267626161415,35.08818299774136,False,2023,5,2023-05,438.09,1248.54,162.8
ORD-077404,CLI-11830,SKU-00224,2023-05-26 05:28:58,Orgânico,Beleza,Blush Moderno Branco,3.0,267.54,802.62,0.0,802.62,291.21,0.0,Cartão de Crédito,Aprovado,511.41,2.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,36.28242505793526,0.0,0.0,63.717574942064736,False,2023,5,2023-05,511.41,802.62,162.8
ORD-051857,CLI-01729,SKU-03373,2023-05-26 05:53:58,Email Marketing,Beleza,Condicionador Slim Azul,1.0,86.33,86.33,24.73,61.6,36.14,22.84,Boleto,Aprovado,2.62,6.0,False,Não se aplica,28.645893663848028,True,True,25-30%,False,False,<100,58.66883116883117,37.077922077922075,28.645893663848028,4.253246753246753,False,2023,5,2023-05,2.62,61.6,162.8
ORD-070024,CLI-01729,SKU-02775,2023-05-26 06:06:29,Marketplace,Beleza,Kit Skincare Moderno Dourado,4.0,208.59,834.36,111.72,722.64,311.92,16.98,Boleto,Aprovado,393.74,12.0,False,Não se aplica,13.389903638717099,True,False,10-20%,False,True,500-1000,43.16395438946087,2.3497177017602127,13.389903638717099,54.48632790877892,False,2023,5,2023-05,393.74,722.64,162.8
ORD-001869,CLI-14211,SKU-01018,2023-05-26 06:32:47,Influenciador,Moda,Camisa Social Sport Nude,3.0,344.67,1034.01,0.0,1034.01,367.44,0.0,Boleto,Aprovado,666.57,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,35.535439695941044,0.0,0.0,64.46456030405896,False,2023,5,2023-05,666.57,1034.01,162.8
ORD-048258,CLI-11830,SKU-02491,2023-05-26 06:39:32,TikTok Ads,Lifestyle,Luminária Moderno Prata,3.0,344.86,1034.58,0.0,1034.58,499.69,0.0,Cartão de Crédito,Aprovado,534.89,13.0,True,Produto com defeito,0.0,False,False,0%,True,False,>1000,48.29882657696844,0.0,0.0,51.70117342303156,False,2023,5,2023-05,-499.69,0.0,162.8
ORD-047816,CLI-11830,SKU-04193,2023-05-26 07:39:57,Instagram Ads,Lifestyle,Espelho de Mesa Clássico Prata,4.0,253.87,1015.48,68.45,947.03,423.63,0.0,PIX,Aprovado,523.4,2.0,True,Tamanho errado,6.740654665773821,True,False,0-10%,True,False,500-1000,44.732479435709536,0.0,6.740654665773821,55.267520564290464,False,2023,5,2023-05,-423.63,0.0,162.8
ORD-011298,CLI-14211,SKU-01919,2023-05-26 07:49:15,Marketplace,Beleza,Sérum Facial Oversize Azul,3.0,153.05,459.15,0.0,459.15,229.32,15.97,Cartão de Crédito,Aprovado,213.86,10.0,False,Não se aplica,0.0,False,False,0%,False,True,300-500,49.944462593923554,3.478166176630731,0.0,46.57737122944572,False,2023,5,2023-05,213.86,459.15,162.8
ORD-010474,CLI-11830,SKU-04298,2023-05-26 08:05:06,TikTok Ads,Moda,Vestido Artesanal Preto,5.0,62.23,311.15,0.0,311.15,143.05,0.0,PIX,Aprovado,168.1,6.0,True,Não gostei,0.0,False,False,0%,True,False,300-500,45.97461031656758,0.0,0.0,54.02538968343244,False,2023,5,2023-05,-143.05,0.0,162.8
ORD-045274,CLI-11830,SKU-03408,2023-05-26 09:27:46,Marketplace,Beleza,Creme Hidratante Luxo Nude,4.0,192.16,768.64,172.84,595.8,317.8,52.24,Cartão de Crédito,Aprovado,225.76,8.0,False,Não se aplica,22.48646960865945,True,False,20-25%,False,True,500-1000,53.34004699563613,8.768042967438738,22.48646960865945,37.89191003692514,False,2023,5,2023-05,225.76,595.8,162.8
ORD-055230,CLI-11830,SKU-01793,2023-05-26 09:37:17,Google Ads,Beleza,Kit Skincare Clássico Bege,4.0,73.94,295.76,0.0,295.76,96.75,0.0,Boleto,Aprovado,199.01,4.0,False,Não se aplica,0.0,False,False,0%,True,False,250-300,32.71233432512848,0.0,0.0,67.28766567487152,False,2023,5,2023-05,199.01,295.76,162.8
ORD-037070,CLI-11830,SKU-03683,2023-05-26 09:50:34,Orgânico,Lifestyle,Relógio de Parede Delicado Rosa,4.0,326.62,1306.48,0.0,1306.48,480.47,0.0,Cartão de Crédito,Aprovado,826.01,10.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,36.77591696773009,0.0,0.0,63.22408303226992,False,2023,5,2023-05,826.01,1306.48,162.8
ORD-051858,CLI-00583,SKU-01215,2023-05-26 10:15:43,Influenciador,Acessórios,Pochete Urban Preto,3.0,339.63,1018.89,354.95,663.94,349.27,0.0,Cartão de Crédito,Aprovado,314.67,1.0,False,Não se aplica,34.83693038502685,True,True,>30%,True,False,500-1000,52.605657137693164,0.0,34.83693038502685,47.39434286230683,False,2023,5,2023-05,314.67,663.94,162.8
ORD-018290,CLI-00583,SKU-01958,2023-05-26 10:39:30,Orgânico,Lifestyle,Planta Artificial Delicado Rosa,6.0,227.67,1366.02,438.19,927.83,681.93,0.0,Boleto,Aprovado,245.9,7.0,False,Não se aplica,32.07786123189997,True,True,>30%,True,False,500-1000,73.49730015196748,0.0,32.07786123189997,26.502699848032506,False,2023,5,2023-05,245.9,927.83,162.8
ORD-009644,CLI-09097,SKU-03401,2023-05-26 10:40:25,Influenciador,Lifestyle,Kit Chá Artesanal Branco,4.0,446.71,1786.84,0.0,1786.84,815.39,0.0,PIX,Aprovado,971.45,13.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,45.63307291083701,0.0,0.0,54.366927089163,False,2023,5,2023-05,971.45,1786.84,162.8
ORD-023275,CLI-11830,SKU-03952,2023-05-26 11:01:57,Orgânico,Beleza,Batom Slim Azul,2.0,296.72,593.44,0.0,593.44,203.48,0.0,Cartão de Crédito,Aprovado,389.96,2.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,34.28821784847667,0.0,0.0,65.71178215152331,False,2023,5,2023-05,389.96,593.44,162.8
ORD-004644,CLI-12360,SKU-03667,2023-05-26 11:21:27,TikTok Ads,Acessórios,Colar Slim Verde,5.0,188.52,942.6,0.0,942.6,313.01,0.0,Cartão de Crédito,Aprovado,629.59,14.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,33.20708678124337,0.0,0.0,66.79291321875664,False,2023,5,2023-05,629.59,942.6,162.8
ORD-064463,CLI-02474,SKU-03186,2023-05-26 11:27:10,Email Marketing,Beleza,Sombra Exclusivo Dourado,6.0,192.06,1152.36,0.0,1152.36,415.92,0.0,PIX,Aprovado,736.44,3.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,36.0928876392794,0.0,0.0,63.90711236072062,False,2023,5,2023-05,736.44,1152.36,162.8
ORD-030870,CLI-11830,SKU-02169,2023-05-26 12:09:24,Email Marketing,Moda,Blusa de Tricô Oversize Azul,2.0,523.98,1047.96,0.0,1047.96,408.04,0.0,Cartão de Crédito,Aprovado,639.92,11.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,38.936600633611974,0.0,0.0,61.063399366388026,False,2023,5,2023-05,639.92,1047.96,162.8
ORD-031017,CLI-11830,SKU-00634,2023-05-26 12:25:37,Marketplace,Beleza,Esfoliante Urban Prata,1.0,164.13,164.13,0.0,164.13,60.23,41.2,Cartão de Crédito,Aprovado,62.7,5.0,True,Arrependimento,0.0,False,False,0%,False,False,100-200,36.696521050386885,25.10205325047219,0.0,38.20142569914093,False,2023,5,2023-05,-101.43,0.0,162.8
ORD-056369,CLI-01729,SKU-02059,2023-05-26 12:34:17,Instagram Ads,Moda,Jaqueta Luxo Verde,4.0,287.25,1149.0,0.0,1149.0,484.27,0.0,Cartão de Crédito,Aprovado,664.73,12.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,42.14708442123585,0.0,0.0,57.85291557876414,False,2023,5,2023-05,664.73,1149.0,162.8
ORD-020523,CLI-13668,SKU-02035,2023-05-26 12:39:30,Email Marketing,Beleza,Protetor Solar Oversize Branco,2.0,260.67,521.34,0.0,521.34,189.83,0.0,PIX,Aprovado,331.51,4.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,36.411938466260025,0.0,0.0,63.58806153373997,False,2023,5,2023-05,331.51,521.34,162.8
ORD-071314,CLI-01729,SKU-00096,2023-05-26 13:19:09,Influenciador,Beleza,Perfume Edição Limitada Bege,6.0,162.67,976.02,0.0,976.02,318.96,0.0,Vale-Troca,Aprovado,657.06,4.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,32.67965820372533,0.0,0.0,67.32034179627466,False,2023,5,2023-05,657.06,976.02,162.8
ORD-077031,CLI-09097,SKU-03157,2023-05-26 13:35:52,Orgânico,Beleza,Perfume Oversize Dourado,6.0,93.94,563.64,0.0,563.64,241.95,0.0,PIX,Aprovado,321.69,8.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,42.92633595912284,0.0,0.0,57.07366404087716,False,2023,5,2023-05,321.69,563.64,162.8
ORD-043767,CLI-11830,SKU-01084,2023-05-26 13:40:39,Email Marketing,Moda,Legging Delicado Prata,6.0,237.92,1427.52,0.0,1427.52,592.72,0.0,PIX,Aprovado,834.8,5.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,41.52095942613764,0.0,0.0,58.47904057386236,False,2023,5,2023-05,834.8,1427.52,162.8
ORD-043178,CLI-02375,SKU-04416,2023-05-26 13:45:41,Instagram Ads,Moda,Blusa de Tricô Delicado Preto,6.0,264.0,1584.0,0.0,1584.0,578.51,0.0,Cartão de Crédito,Aprovado,1005.49,14.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,36.52209595959596,0.0,0.0,63.47790404040404,False,2023,5,2023-05,1005.49,1584.0,162.8
ORD-028156,CLI-11830,SKU-03336,2023-05-26 13:46:06,Email Marketing,Moda,Moletom Luxo Dourado,1.0,545.04,545.04,0.0,545.04,193.75,0.0,Cartão de Crédito,Aprovado,351.29,11.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,35.54784969910465,0.0,0.0,64.45215030089535,False,2023,5,2023-05,351.29,545.04,162.8
ORD-075375,CLI-11830,SKU-02168,2023-05-26 13:54:44,Instagram Ads,Beleza,Blush Básico Verde,4.0,206.45,825.8,0.0,825.8,331.54,0.0,PIX,Aprovado,494.26,12.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,40.14773552918383,0.0,0.0,59.85226447081619,False,2023,5,2023-05,494.26,825.8,162.8
ORD-034195,CLI-11830,SKU-03475,2023-05-26 14:07:35,Instagram Ads,Beleza,Esfoliante Slim Preto,2.0,95.36,190.72,0.0,190.72,94.11,17.67,Boleto,Aprovado,78.94,12.0,True,Produto com defeito,0.0,False,False,0%,False,False,100-200,49.344588926174495,9.264890939597317,0.0,41.39052013422819,False,2023,5,2023-05,-111.78,0.0,162.8
ORD-015799,CLI-11830,SKU-00016,2023-05-26 14:27:07,Marketplace,Moda,Vestido Slim Branco,3.0,124.64,373.92,93.78,280.14,126.65,47.12,Cartão de Crédito,Aprovado,106.37,17.0,True,Arrependimento,25.08023106546855,True,True,25-30%,False,True,250-300,45.20953808809881,16.820161347897482,25.08023106546855,37.970300564003715,False,2023,5,2023-05,-173.77,0.0,162.8
ORD-077748,CLI-08289,SKU-02570,2023-05-26 14:56:27,Instagram Ads,Beleza,Batom Clássico Azul,6.0,190.29,1141.74,0.0,1141.74,342.86,0.0,Cartão de Crédito,Aprovado,798.88,3.0,False,Não se aplica,0.0,False,False,0%,True,False,>1000,30.02960393784925,0.0,0.0,69.97039606215075,False,2023,5,2023-05,798.88,1141.74,162.8
ORD-037441,CLI-13093,SKU-03709,2023-05-26 15:03:56,Instagram Ads,Beleza,Creme Hidratante Urban Azul,6.0,145.18,871.08,317.26,553.82,337.54,0.0,Boleto,Aprovado,216.28,11.0,True,Não gostei,36.42145382743261,True,True,>30%,True,False,500-1000,60.94760030334766,0.0,36.42145382743261,39.05239969665234,False,2023,5,2023-05,-337.54,0.0,162.8
ORD-039939,CLI-12931,SKU-04032,2023-05-26 15:22:48,Orgânico,Beleza,Sérum Facial Básico Nude,4.0,75.81,303.24,0.0,303.24,109.04,0.0,Cartão de Crédito,Aprovado,194.2,1.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,35.958316844743436,0.0,0.0,64.04168315525655,False,2023,5,2023-05,194.2,303.24,162.8
ORD-034128,CLI-02474,SKU-01369,2023-05-26 16:29:55,Instagram Ads,Beleza,Máscara de Cílios Premium Verde,3.0,90.1,270.3,0.0,270.3,108.18,0.0,Cartão de Crédito,Aprovado,162.12,7.0,False,Não se aplica,0.0,False,False,0%,True,False,250-300,40.02219755826859,0.0,0.0,59.97780244173141,False,2023,5,2023-05,162.12,270.3,162.8
ORD-002995,CLI-11830,SKU-02822,2023-05-26 16:32:43,Instagram Ads,Moda,Camisa Social Slim Rosa,1.0,267.89,267.89,0.0,267.89,132.49,0.0,Boleto,Aprovado,135.4,3.0,False,Não se aplica,0.0,False,False,0%,True,False,250-300,49.45686662436075,0.0,0.0,50.54313337563926,False,2023,5,2023-05,135.4,267.89,162.8
ORD-004332,CLI-02474,SKU-04313,2023-05-26 16:34:13,Marketplace,Lifestyle,Almofada Moderno Azul,1.0,104.97,104.97,0.0,104.97,51.97,41.07,PIX,Aprovado,11.93,11.0,False,Não se aplica,0.0,False,False,0%,False,False,100-200,49.50938363341908,39.12546441840526,0.0,11.36515194817567,False,2023,5,2023-05,11.93,104.97,162.8
ORD-024082,CLI-08777,SKU-02835,2023-05-26 16:48:40,Marketplace,Beleza,Esfoliante Urban Bege,1.0,217.16,217.16,0.0,217.16,76.71,56.14,Boleto,Aprovado,84.31,5.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,35.32418493276847,25.851906428439857,0.0,38.82390863879168,False,2023,5,2023-05,84.31,217.16,162.8
ORD-007142,CLI-02474,SKU-01919,2023-05-26 16:48:48,Email Marketing,Beleza,Sérum Facial Oversize Azul,3.0,215.49,646.47,221.36,425.11,299.94,0.0,PIX,Aprovado,125.17,1.0,False,Não se aplica,34.24134143889121,True,True,>30%,True,False,300-500,70.55585613135423,0.0,34.24134143889121,29.44414386864576,False,2023,5,2023-05,125.17,425.11,162.8
ORD-079369,CLI-11830,SKU-03624,2023-05-26 17:12:41,Marketplace,Beleza,Máscara de Cílios Básico Nude,1.0,50.39,50.39,12.87,37.52,18.15,54.82,Cartão de Crédito,Aprovado,-35.45,18.0,False,Não se aplica,25.540781901170867,True,True,25-30%,False,False,<100,48.374200426439224,146.10874200426437,25.540781901170867,-94.48294243070362,True,2023,5,2023-05,-35.45,37.52,162.8
ORD-037801,CLI-01729,SKU-03680,2023-05-26 17:29:00,Marketplace,Beleza,Kit Skincare Moderno Prata,6.0,277.54,1665.24,0.0,1665.24,754.14,9.85,Cartão de Crédito,Aprovado,901.25,15.0,False,Não se aplica,0.0,False,False,0%,False,True,>1000,45.28716581393673,0.5915063294179818,0.0,54.12132785664529,False,2023,5,2023-05,901.25,1665.24,162.8
ORD-077263,CLI-14211,SKU-02472,2023-05-26 17:39:01,Marketplace,Beleza,Protetor Solar Básico Bege,4.0,235.12,940.48,0.0,940.48,369.73,32.97,Boleto,Aprovado,537.78,7.0,False,Não se aplica,0.0,False,False,0%,False,True,500-1000,39.31290404899626,3.505656685947601,0.0,57.181439265056135,False,2023,5,2023-05,537.78,940.48,162.8
ORD-019638,CLI-11830,SKU-03733,2023-05-26 17:51:33,Google Ads,Moda,Camiseta Sustentável Rosa,3.0,232.67,698.01,0.0,698.01,323.99,0.0,Cartão de Crédito,Aprovado,374.02,11.0,True,Produto com defeito,0.0,False,False,0%,True,False,500-1000,46.41624045500781,0.0,0.0,53.58375954499219,False,2023,5,2023-05,-323.99,0.0,162.8
ORD-014332,CLI-13668,SKU-04788,2023-05-26 18:09:27,Email Marketing,Moda,Blusa de Tricô Básico Nude,3.0,128.18,384.54,0.0,384.54,145.64,0.0,Cartão de Crédito,Aprovado,238.9,1.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,37.87382326936079,0.0,0.0,62.1261767306392,False,2023,5,2023-05,238.9,384.54,162.8
ORD-038465,CLI-11830,SKU-04969,2023-05-26 18:52:09,Google Ads,Lifestyle,Luminária Sustentável Branco,5.0,190.41,952.05,0.0,952.05,384.06,0.0,Cartão de Crédito,Aprovado,567.99,12.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,40.34031826059556,0.0,0.0,59.65968173940445,False,2023,5,2023-05,567.99,952.05,162.8
ORD-052867,CLI-01729,SKU-00940,2023-05-26 19:21:49,Orgânico,Beleza,Esfoliante Oversize Azul,3.0,295.21,885.63,0.0,885.63,356.47,0.0,Boleto,Aprovado,529.16,2.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,40.25044318733557,0.0,0.0,59.74955681266443,False,2023,5,2023-05,529.16,885.63,162.8
ORD-029872,CLI-14211,SKU-04804,2023-05-26 19:46:46,Marketplace,Beleza,Máscara de Cílios Básico Bege,1.0,225.44,225.44,0.0,225.44,77.39,11.6,PIX,Aprovado,136.45,17.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,34.328424414478356,5.145493257629524,0.0,60.52608232789212,False,2023,5,2023-05,136.45,225.44,162.8
ORD-070222,CLI-11830,SKU-02598,2023-05-26 20:07:41,Google Ads,Acessórios,Bolsa de Couro Urban Bege,4.0,164.64,658.56,0.0,658.56,216.13,0.0,Cartão de Crédito,Aprovado,442.43,4.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,32.818573858114675,0.0,0.0,67.18142614188534,False,2023,5,2023-05,442.43,658.56,162.8
ORD-058218,CLI-14211,SKU-04388,2023-05-26 20:16:47,Orgânico,Acessórios,Pulseira Delicado Nude,3.0,281.62,844.86,0.0,844.86,410.08,0.0,Cartão de Crédito,Aprovado,434.78,3.0,False,Não se aplica,0.0,False,False,0%,True,False,500-1000,48.53821934995147,0.0,0.0,51.461780650048524,False,2023,5,2023-05,434.78,844.86,162.8
ORD-045875,CLI-08289,SKU-00189,2023-05-26 20:25:51,Google Ads,Lifestyle,Difusor Exclusivo Nude,2.0,73.61,147.22,38.95,108.27,50.29,10.64,Cartão de Crédito,Aprovado,47.34,4.0,False,Não se aplica,26.45700312457547,True,True,25-30%,False,False,100-200,46.44869308210954,9.82728364274499,26.45700312457547,43.72402327514548,False,2023,5,2023-05,47.34,108.27,162.8
ORD-076436,CLI-01729,SKU-02720,2023-05-26 20:29:24,Marketplace,Beleza,Kit Skincare Clássico Vermelho,1.0,121.48,121.48,43.59,77.89,47.46,7.29,Cartão de Crédito,Aprovado,23.14,16.0,False,Não se aplica,35.882449785973,True,True,>30%,False,False,<100,60.93208370779304,9.359352933624342,35.882449785973,29.70856335858262,False,2023,5,2023-05,23.14,77.89,162.8
ORD-030474,CLI-02924,SKU-04053,2023-05-26 22:01:44,Orgânico,Beleza,Perfume Artesanal Preto,6.0,233.01,1398.06,477.77,920.29,576.03,0.0,PIX,Aprovado,344.26,2.0,False,Não se aplica,34.173783671659294,True,True,>30%,True,False,500-1000,62.592226363428914,0.0,34.173783671659294,37.40777363657108,False,2023,5,2023-05,344.26,920.29,162.8
ORD-014697,CLI-01729,SKU-03259,2023-05-26 22:01:48,Email Marketing,Beleza,Creme Hidratante Exclusivo Azul,3.0,81.91,245.73,0.0,245.73,93.93,44.41,Cartão de Crédito,Aprovado,107.39,8.0,False,Não se aplica,0.0,False,False,0%,False,False,200-250,38.22488096691491,18.07268139828267,0.0,43.70243763480243,False,2023,5,2023-05,107.39,245.73,162.8
ORD-027313,CLI-02474,SKU-02275,2023-05-26 22:11:36,Marketplace,Beleza,Condicionador Artesanal Vermelho,3.0,144.66,433.98,0.0,433.98,156.97,31.97,PIX,Aprovado,245.04,8.0,False,Não se aplica,0.0,False,False,0%,False,True,300-500,36.16986957924328,7.366698926217798,0.0,56.463431494538916,False,2023,5,2023-05,245.04,433.98,162.8
ORD-027664,CLI-06160,SKU-00448,2023-05-26 22:54:19,TikTok Ads,Lifestyle,Porta-Retrato Artesanal Preto,3.0,151.44,454.32,0.0,454.32,222.97,0.0,Vale-Troca,Aprovado,231.35,2.0,False,Não se aplica,0.0,False,False,0%,True,False,300-500,49.077742560309915,0.0,0.0,50.922257439690085,False,2023,5,2023-05,231.35,454.32,162.8
